"scientific","rec_gbif"
"Antiteuchus rolstoni Engleman, 1976",1
"Erotylina Curran, 1944",1
"Acinocoris decoratus Brailovsky & Barrera, 1981",1
"Methone chrysomela (Butler, 1872)",1
"Eresia eunice (Hübner, 1807)",1
"Antirrhea hela Felder, 1862",1
"Epyris Westwood, 1832",1
"Micrathetis dasarada Druce, 1898",1
"Epirhyssa braconoides Porter, 1978",1
"Epiphlaeus Spinola, 1844",1
"Micrathyria tibialis Kirby, 1897",1
"Epigomphus Hagen, 1854",1
"Epicharis Klug, 1807",1
"Microchrysa Microchrysa",1
"Antipetalops colombianus Brailovsky, 2021-21",1
"Micropezidae",1
"Microselia Schmitz, 1934",1
"Microstigma rotundatum Selys, 1860",1
"Tenebrionidae",1
"Ephemeroptera",1
"Mictopsichia hubneriana (Stoll, 1791)",1
"Mimallonidae",1
"Mimoides ariarathes (Esper, 1788)",1
"Enyo ocypete Linnaeus, 1758",1
"Mioptachys Bates, 1882",1
"Entomacis Förster, 1856",1
"Mitripus Roston, 1978",1
"Molchina hopei (Perty, 1833)",1
"Monelata Förster, 1856",1
"Monista Sharp, 1876",1
"Montandonius Melin, 1929",1
"Termes Linnaeus, 1758",1
"Montina ruficornis (Fabricius, 1803)",1
"Anoreina triangularis (Martins & Galileo, 2005)",1
"Morion Latreille, 1810",1
"Endomychidae",1
"Moronopelios vespiformis Brailovsky, 1988",1
"Enchophora leae Bleuzen & Porion, 2004",1
"Morpho cisseis phanodemus",1
"Morpho menelaus (Linnaeus, 1758)",1
"Morpho menelaus occidentalis Felder, 1862",1
"Morpho perseus (Cramer, 1779)",1
"Morpho telemachus (Linnaeus, 1767)",1
"Tetracha Hope, 1838",1
"Emsleyfolium diasae Cadena-Castañeda, Mendes & Alves-Oliveira, 2016",1
"Empoasca Walsh, 1862",1
"Empididae",1
"Anoplotermes banksi Emerson, 1925",1
"Mycetophilidae",1
"Emesaya anduzei Wygodzinsky, 1945",1
"Mycotretus Lacordaire, 1842",1
"Myllaena audax Casey, 1911",1
"Myllaena Erichson, 1837",1
"Embiratermes latidens (Emerson & Banks, 1957)",1
"Myrcidris epicharis Ward, 1990",1
"Elga Ris, 1909",1
"Eleusis Laporte de Castelnau, 1835",1
"Elaphropus Motschulsky, 1839",1
"Ectatomma ruidum (Roger, 1860)",1
"Myriophora fuscidorsum Hash & Brown, 2015",1
"Myriophora gigantea Hash & Brown, 2015",1
"Tetramorium Mayr, 1855",1
"Ectatomma muticum Mayr, 1870",1
"Anopheles oswaldoi Peryassú, 1922",1
"Ectatomma edentatum Roger, 1863",1
"Myriophora luteitergum Hash & Brown, 2015",1
"Ecitophora Schmitz, 1916",1
"Eciton vagans (Olivier, 1792)",1
"Eburodacrys sulphureosignata (Erichson, 1847)",1
"Myriophora tenuis Hash & Brown, 2015",1
"Myrmeleontidae",1
"Anopheles costai Fonseca & Ramos, 1939",1
"Myrmicocrypta boliviana Weber, 1938",1
"Myrmicocrypta longinoda Weber, 1938",1
"Tettigoniidae",1
"Eburodacrys sexmaculata (Olivier, 1790)",1
"Anochetus Mayr, 1861",1
"Mysoria barcastus (Sepp, 1855)",1
"Myzomorphus quadripunctatus (Gray, 1831)",1
"Theope Moore, 1857",1
"Nadiacris nitidula (Bolívar, 1890)",1
"Nannotrigona schultzei (Friese, 1901)",1
"Napeogenes cyrianassa tunantina Bates, 1862",1
"Napeogenes inachia (Hewitson, 1855)",1
"Napeogenes inachia pharo (C.Felder, 1862)",1
"Napeogenes sylphis corena (Hewitson, 1861)",1
"Narcosius colossus granadensis (Möschler, 1879)",1
"Nasutitermes acangussu Fontes & Bandeira, 1979",1
"Eburodacrys rufispinis Bates, 1870",1
"Eburodacrys quadridens (Fabricius, 1801)",1
"Eacles barnesi Schaus, 1905",1
"Nealcidion adjunctum (Thomson, 1865)",1
"Nealcidion badium Monné & Delfino, 1986",1
"Nealcidion latipenne (Bates, 1863)",1
"Dyscinetus Harold, 1869",1
"Dyscinetus dubius (Olivier, 1789)",1
"Therinia transversaria Druce, 1887",1
"Neivamyrmex curvinotus Watkins, 1994",1
"Dynastes MacLeay, 1819",1
"Nematopus indus (Linnaeus, 1758)",1
"Thespidae",1
"Thisbe irenea belides Stichel, 1910",1
"Dynamine theseus Felder, 1861",1
"Dynamine erchia (Hewitson, 1852)",1
"Anochetus diegensis Forel, 1912",1
"Dynamine egaea Fabricius, 1775",1
"Thoracophorus Motschulsky, 1837",1
"Dynamine athemon (Linnaeus, 1758)",1
"Neocurtilla hexadactyla (Perty, 1832)",1
"Dryoctenes scrupulosus (Germar, 1824)",1
"Drycothaea angustifrons (Breuning, 1943)",1
"Dryas iulia iulia",1
"Dorymyrmex amazonicus Cuezzo & Guerrero, 2012",1
"Anochetus bispinosus (Smith, 1858)",1
"Dolichoderus varians Mann, 1916",1
"Anisopodus strigosus (Erichson, 1847)",1
"Acanthostichus quadratus Emery, 1895",1
"Neoeutrypanus nobilis (Bates, 1864)",1
"Dolichoderus lujae Santschi, 1923",1
"Neogerris Matsumura, 1913",1
"Neolimnius Hinton, 1939",1
"Dolichoderus inpai (Harada, 1987)",1
"Thysania zenobia Cramer",1
"Dolichoderus abruptus (Smith, 1858)",1
"Neophora frontalis Borgmeier, 1958",1
"Dohrniphora wangae Brown & Kung, 2007",1
"Dohrniphora ventralis Borgmeier & Prado, 1975",1
"Neoponera commutata (Roger, 1860)",1
"Timulla obtusata Mickel, 1937",1
"Neoponera Emery, 1901",1
"Neoponera rostrata (Emery, 1890)",1
"Neoponera striatinodis (Emery, 1890)",1
"Xiphiola cyanoptera (Gerstaecker, 1889)",1
"Dohrniphora transformata Schmitz, 1915",1
"Nephepeltia flavifrons Karsch, 1889",1
"Dohrniphora sinuosa Borgmeier, 1960",1
"Dohrniphora shannoni Borgmeier, 1961",1
"Tipula terminalis Wiedemann, 1830",1
"Anisopodus batesi Gilmour, 1965",1
"Titanacris humboldtii (Scudder, 1869)",1
"Neuraeschna Hagen, 1867",1
"Dohrniphora sarmientoi Brown & Kung, 2007",1
"Dohrniphora pyricornis Brues, 1944",1
"Nomamyrmex hartigii (Westwood, 1842)",1
"Anidrytus Gerstaecker, 1858",1
"Nordus batesi (Sharp, 1876)",1
"Dohrniphora pellicula Brown & Kung, 2010",1
"Dohrniphora paraguayana (Brues, 1907)",1
"Tomarus gyas Erichson, 1848",1
"Notocyrtus gibbus (Fabricius, 1803)",1
"Dohrniphora luteicincta Borgmeier, 1960",1
"Dohrniphora lobata Borgmeier, 1960",1
"Tomopterus tetraspilotus Magno, 1995",1
"Novantinoe peruviensis (Villiers, 1959)",1
"Nulapona acrita Freytag, 2013",1
"Nulapona calliota Freytag, 2013",1
"Nulapona clavata Freytag, 2013",1
"Acanthognathus Mayr, 1887",1
"Toropa melanogona (Walker, 1858)",1
"Dohrniphora incomitata Brown & Kung, 2007",1
"Dohrniphora fernandezi Brown & Kung, 2010",1
"Dohrniphora broadheadi Disney, 1983",1
"Nymphidium calyce Felder, 1862",1
"Nymphidium lilina Butler, 1870",1
"Nyssodrysternum caudatum (Bates, 1864)",1
"Nyssodrysternum conspicillare (Erichson, 1847)",1
"Nyssodrysternum conspicuum Monné, 1985",1
"Docalidia ventroelongata Nielson, 2011",1
"Docalidia turgida Nielson, 2011",1
"Acabyara aruama Napp & Martins, 2006",1
"Nyssodrysternum ocellatum (Bates, 1885)",1
"Docalidia permagna Nielson, 1982",1
"Docalidia oreillyi Nielson, 1979",1
"Trachymyrmex diversus Mann, 1916",1
"Octostruma amrishi (Makhan, 2007)",1
"Aneuthetochorus conjunctus Napp & Martins, 1984",1
"Docalidia mejdalanii Nielson, 2011",1
"Octostruma iheringi (Emery, 1888)",1
"Docalidia jonesi Nielson, 2011",1
"Abavus Enderlein, 1914",1
"Docalidia gracilis Nielson, 1979",1
"Docalidia filamenta Nielson, 1992",1
"Docalidia fastigata Nielson, 2011",1
"Docalidia dmitrievi Nielson, 2011",1
"Docalidia deitzi Nielson, 2011",1
"Odontomachus chelifer (Latreille, 1802)",1
"Docalidia curvatura Nielson, 2011",1
"Docalidia cornipes Nielson, 2011",1
"Docalidia cornicula Nielson, 2011",1
"Docalidia caudata Nielson, 2011",1
"Odontomachus opaciventris Forel, 1899",1
"Dissomphalus curvifoveatus Azevedo, 1999",1
"Odontomachus spissus Kempf, 1962",1
"Odontoptera carrenoi Signoret, 1849",1
"Dismorphia theucharila (Doubleday, 1848)",1
"Oecophoridae",1
"Oedopeza flavosparsa Monné, 1990",1
"Tramea calverti Muttkowski, 1910",1
"Oedopeza ocellator (Fabricius, 1801)",1
"Dismorphia thermesia (Godart, 1819)",1
"Ancylopoma punctigera Pascoe, 1871",1
"Oleria lerda (Haensch, 1909)",1
"Oleria onega (Hewitson, 1852)",1
"Anax Leach, 1815",1
"Anatya guttata Erichson, 1848",1
"Acanthoderes thoracica White, 1855",1
"Dismorphia Hübner, 1816",1
"Olivensa mimula Lane, 1965",1
"Omicron globicolle (Spinosa, 1841)",1
"Disjunctitermes insularis Scheffrahn, 2017",1
"Ommatides duodentis Hoey-Chamberlain & Weirauch, 2019",1
"Ommexechidae",1
"Omolabus megalomus Hamilton",1
"Dirphia fraterna C.Felder & R.Felder, 1874",1
"Onota Chaudoir, 1873",1
"Onota rutilans Chaudoir, 1873",1
"Ontherus diabolicus Génier, 1996",1
"Diploharpus Chaudoir, 1850",1
"Ooderella setosa",1
"Traumatomutilla angustata (Andre, 1906)",1
"Dione juno juno",1
"Diastatops Rambur, 1842",1
"Opsiphanes cassina Felder, 1862",1
"Opsiphanes quiteria phylas Fruhstorfer, 1912",1
"Ora Clark, 1865",1
"Traverhyphes Molineri, 2001",1
"Diapheromeridae",1
"Xylocopa ornata Smith, 1874",1
"Oreodera curvata Martins & Monné, 1993",1
"Dialodia bilongata Nielson, 2011",1
"Desutterella colombiana Souza-Dias, 2017",1
"Triaenodes McLachlan, 1865",1
"Anartia amathea amathea",1
"Xylocopa similis Smith, 1874",1
"Orthemis discolor Burmeister, 1839",1
"Desmiphora cirrosa Erichson, 1847",1
"Trichoptera",1
"Orthomegas cinnamomeus (Linnaeus, 1758)",1
"Derovatellus Sharp, 1882",1
"Othorene hodeva Druce, 1904",1
"Ambodina Sharp, 1883",1
"Dercylus Laporte, 1832",1
"Oxydia scriptipennaria",1
"Dentridactylus truncatus Baena-Bejarano & Heads, 2018",1
"Deltochilum streblopodum Silva, Louzada & Vaz-de-Mello, 2015",1
"Deltochilum carinatum (Westwood, 1837)",1
"Oxysarcodexia angrensis (Lopes, 1933)",1
"Dallasiellus americanus (Stål) Stal",1
"Dactylodeictes amazonicus (Kertész, 1914)",1
"Cyphomyrmex minutus Mayr, 1862",1
"Oxysarcodexia intona (Curran & Walley, 1934)",1
"Cyphomyrmex bicornis Forel, 1896",1
"Cyphomyia ecuadoriensis Enderlein, 1914",1
"Cyphomyia altifrons James, 1939",1
"Tricorythopsis rondoniensis (Dias, Cruz & Ferreira, 2009)",1
"Cylloepus Erichson, 1847",1
"Oxytenis Hübner",1
"Ozineus Bates, 1863",1
"Ozineus strigosus Bates, 1863",1
"Ozolais elongata Champion, 1886",1
"Cylindroxystus Bierig, 1943",1
"Pachycondyla bispinosa Smith, 1858",1
"Pachycondyla commutata (Roger, 1860)",1
"Cylindrostethus Fieber, 1861",1
"Cylindronotum Putzeys, 1845",1
"Tridactylidae",1
"Cyclocephala verticalis Burmeister, 1847",1
"Amarynthis meneria (Cramer, 1776)",1
"Cyclocephala mannheimsi Endrödi, 1964",1
"Pachycondyla holmgreni (Wheeler, 1925)",1
"Pachycondyla impressa (Roger, 1861)",1
"Pachycondyla magnifica Borgmeier, 1929",1
"Cyclocephala colasi Endrödi, 1964",1
"Cyclocephala castanea (Olivier, 1789)",1
"Curtara cruciata DeLong & Freytag, 1976",1
"Culicoides caprilesi Fox, 1952",1
"Ctenipocoris Montandon, 1897",1
"Cryptaenota Johnson, 1992",1
"Alobevania gattiae Deans & Kawada, 2008",1
"Pachydrus Sharp, 1882",1
"Trigona chanchamayoensis Schwarz, 1948",1
"Pachylia syces Hübner",1
"Pachymeroceroides Carvalho & da Penha Gomes, 1971",1
"Pachyneurella Brues, 1903",1
"Criodion cinereum (Olivier, 1795)",1
"Crinodes bellatrix Stoll, 1781",1
"Crenitis Bedel, 1881",1
"Crematogaster snellingi",1
"Crematogaster longispina Emery, 1890",1
"Crematogaster flavosensitiva Longino, 2003",1
"Trigona dallatorreana Friese, 1900",1
"Panacris Gerstaecker, 1857",1
"Crematogaster crinosa Mayr, 1862",1
"Panolidia torquersi Nielson, 2011",1
"Trigona guianae Cockerell, 1912",1
"Crematogaster bryophilia",1
"Pantala Hagen, 1861",1
"Panthiades aeolus (Fabricius, 1775)",1
"Papilio torquatus Cramer, 1777",1
"Cremastogaster Mayr, 1861",1
"Pappognatha Mickel, 1939",1
"Aleuron chloroptera Perty",1
"Paracymus C.G.Thomson, 1867",1
"Paragrallomyia albibasis (Enderlein, 1922)",1
"Cossidae",1
"Corylophidae",1
"Corydalidae",1
"Cornitermes pugnax Emerson, 1925",1
"Parandra glabra (Degeer, 1774)",1
"Cornicapritermes mucronatus Emerson, 1950",1
"Parapoynx Hübner",1
"Corixidae",1
"Corethrella Coquillett, 1902",1
"Coquillettidia Dyar, 1905",1
"Paratrechina fulva (Mayr, 1862)",1
"Paratrechina longicornis (Latreille, 1802)",1
"Coptodera relucens Bates, 1869",1
"Paraxiphidium versicolor Redtenbacher, 1891",1
"Pareuptychia hesione (Sulzer, 1776)",1
"Pareuptychia metaleuca Boisduval, 1870",1
"Aleiodes Wesmael, 1838",1
"Copiphora gracilis Scudder, 1869",1
"Parides cutorina (Staudinger, 1898)",1
"Consul fabius (Cramer, 1779)",1
"Parides sesostris (Cramer, 1779)",1
"Constrictotermes cavifrons (Holmgren, 1910)",1
"Parides vertumnus vertumnus",1
"Coniceromyia valdesi Kung, 2009",1
"Agyrta porphyria Cramer, 1782",1
"Paridris Talamas, Masner & Johnson, 2013",1
"Parochlerus Breddin, 1904",1
"Passalus barrus Boucher & Reyes-Castillo, 1991",1
"Agrias sardanapalus Bates, 1860",1
"Coniceromyia parallela Ament, Kung & Brown, 2020",1
"Coniceromyia niemeyeri Ament, Kung & Brown, 2020",1
"Coniceromyia leia Ament, Kung & Brown, 2020",1
"Passalus glaberrimus Eschscholtz, 1828",1
"Coniceromyia dasypoda Ament, Kung & Brown, 2020",1
"Triphleba Rondani, 1856",1
"Triplocania furcatoides Gonzalez Obando, Carrejo Gironza & Garcia Aldrete, 2017",1
"Agrias claudina (Godart, 1824)",1
"Coniceromyia chrysopa Ament, Kung & Brown, 2020",1
"Coniceromyia amazonensis Ament, Kung & Brown, 2020",1
"Paxillus leachi MacLeay, 1819",1
"Colobura dirce Linnaeus, 1764",1
"Colobura annulata Willmott, Constantino & Hall, 2001",1
"Peckia epimelia (Lopes, 1938)",1
"Peckia ingens (Walker, 1849)",1
"Colobothea eximia Aurivillius, 1902",1
"Colliuris tetrastigma (Chaudoir, 1863)",1
"Peckia subducta (Lopes, 1935)",1
"Agaone notabilis (White, 1855)",1
"Pedaliodes plotina (Hewitson, 1861)",1
"Coleoxestia atrata (Gounelle, 1909)",1
"Pedinotus columbianus Enderlein, 1912",1
"Trogidae",1
"Pelonomus Erichson, 1847",1
"Pentacomia egregia (Chaudoir, 1835)",1
"Coleomegilla maculata maculata",1
"Pentagonica roedingeri Liebke, 1951",1
"Coelosis biloba (Linnaeus, 1767)",1
"Cochliomyia Townsend, 1915",1
"Pepsis purpurea Smith, 1873",1
"Cnemidophyllum tani Cadena-Castañeda, 2016",1
"Xylocopa simillima Smith, 1854",1
"Trophithauma portentum Schmitz, 1925",1
"Clivina Latreille, 1802",1
"Perola Walker, 1855",1
"Peromyia Kieffer, 1894",1
"Citheronia phoronea Cramer, 1779",1
"Perrhybris pamela (Stoll, 1780)",1
"Aegithus monochrous Lacordaire, 1842",1
"Peruviogomphus Klots, 1944",1
"Cissia terrestris (Butler, 1867)",1
"Cissia Doubleday, 1848",1
"Chrysoprasis abyara Napp & Martins, 1998",1
"Chrysodina Baly, 1864",1
"Tropidacris cristata (Linnaeus, 1758)",1
"Phanocerus Sharp, 1882",1
"Choeradodis stalii Wood-Mason, 1880",1
"Tropidorhinella onorei Carvalho & Webb, 2004",1
"Chlorida festiva (Linnaeus, 1758)",1
"Chlorida fasciata Bates, 1870",1
"Chloreuptychia hewitsonii Butler, 1866",1
"Tropidozineus argutulus Monné, 1988",1
"Chloreuptychia Forster, 1964",1
"Pheidole astur Wilson, 2003",1
"Chloreuptychia arnea Fabricius, 1777",1
"Chloreuptychia agatha Butler, 1866",1
"Pheidole bulliceps",1
"Chilicola stenocephala Brooks & Michener, 1999",1
"Pheidole cataractae Wheeler, 1916",1
"Chiasmodolon ulcus Freytag, 2006",1
"Chiasmodolon lautus Freytag, 2006",1
"Chiasmodolon anchylus Freytag, 2008",1
"Chetone ithrana Butler, 1871",1
"Chalastinus egensis (White, 1855)",1
"Tropidozineus Monné & Martins, 1976",1
"Pheidole fissiceps Wilson, 2003",1
"Cerodirphia speciosa Cramer, 1777",1
"Cerodirphia siriae Brechlin & Meister, 2011",1
"Pheidole grex",1
"Pheidole horribilis",1
"Ceratusa Borgmeier, 1967",1
"Cephalotes ramiphilus (Forel, 1904)",1
"Pheidole laidlowi Mann",1
"Cephalotes manni (Kempf, 1951)",1
"Cephalotes cordatus (Smith, 1853)",1
"Pheidole melastomae",1
"Cephaloleia amba Staines, 2014",1
"Centris denudans Lepeletier, 1841",1
"Centris atriventris Mocsáry, 1896",1
"Catonephele salacia Hewitson, 1852",1
"Tropisternus collaris (Fabricius, 1775)",1
"Catonephele orites Stichel, 1898",1
"Catonephele acontius Linnaeus, 1771",1
"Catoblepia berecynthia (Cramer, 1777)",1
"Carystoides noseda (Hewitson, 1866)",1
"Carterica cincticornis Bates, 1865",1
"Cartea vitula tapajona (Bates, 1868)",1
"Carphina petulans (Kirsch, 1875)",1
"Carphina lignicolor (Bates, 1865)",1
"Aedes Meigen, 1818",1
"Carpelimus angulatus (Erichson, 1840)",1
"Carinoscapula bispinosa (Nielson, 1988)",1
"Tulcus distinctus (Dillon & Dillon, 1945)",1
"Canthon semiopacus Harold, 1868",1
"Cantharidae",1
"Philothalpus chotaenus Chatzimanolis & Ashe, 2005",1
"Canacidae",1
"Phocides thermus (Mabille, 1883)",1
"Aedes albopictus (Skuse, 1894)",1
"Camptonotus",1
"Campsurus zunigae Molineri & Salles, 2017",1
"Phoebis sennae (Linnaeus, 1758)",1
"Campsurus lucidus Needham & Murphy, 1924",1
"Phyllocycla Calvert, 1948",1
"Phyllogomphoides Belle, 1970",1
"Tulcus pallidus (Dillon & Dillon, 1945)",1
"Phyllotropis cingulata Germar",1
"Campsurus essequibo Traver, 1947",1
"Camponotus rufipes (Fabricius, 1775)",1
"Camponotus rapax (Fabricius, 1804)",1
"Pierella astyoche astyoche",1
"Camelobaetidius Demoulin, 1966",1
"Calospila lucianus lucianus",1
"Calomerella Masner & Huggert, 1989",1
"Calocladon Gorham, 1881",1
"Calliscelio punctatifrons Chen & Johnson, 2017",1
"Calliscelio minutia Chen & Johnson, 2017",1
"Piestopleura Förster, 1856",1
"Calliscarta ornata Freytag, 1988",1
"Pilielmis Hinton, 1971",1
"Pinophilinus Eichelbaum, 1908",1
"Calliscarta decora (Fabricius, 1803)",1
"Pintalia constellaris (Walker, 1858)",1
"Pirangoclytus latecinctus (Bates, 1870)",1
"Pirhosigma mearimense putumayense Giordani Soika, 1978",1
"Placusa Erichson, 1837",1
"Calliscarta acuta Freytag, 1988",1
"Calliclopius nigripes (Linnaeus, 1767)",1
"Callibia diana Stoll, 1813",1
"Caligo telamonius",1
"Caligo Hübner, 1819",1
"Calamiscus cryptopalpis Borgmeier, 1960",1
"Platyphora Gistel, 1857",1
"Platyprosopus Mannerheim, 1830",1
"Caenis amacayacu",1
"Plocamocera sericella Spinola, 1844",1
"Plocamocera Spinola, 1844",1
"Plochionus Dejean, 1821",1
"Brontostoma rubrum (Amyot & Serville, 1843)",1
"Plocoscelus Enderlein, 1922",1
"Ploiaria chilensis (Philippi, 1862)",1
"Podalia tympania (Druce, 1897)",1
"Podisus aenescens (Stål, 1860)",1
"Poeciloscarta cardinalis (Fabricius, 1803)",1
"Tyloderma frontale Wibmer, 1989",1
"Polana bohemani (Stål, 1864)",1
"Brasilycus do Nascimento & Bocáková, 2010",1
"Brasilianus Jakobson, 1924",1
"Polana diplota Freytag, 2007",1
"Typhlocybella minima Baker, 1903",1
"Brachypogon",1
"Brachymyrmex minutus Forel, 1893",1
"Polana ordinaria Freytag, 2007",1
"Polana quatara DeLong & Freytag, 1972",1
"Brachymyrmex Mayr, 1868",1
"Brachymyrmex goeldii Forel, 1912",1
"Polana scela DeLong & Freytag, 1972",1
"Polana tropica DeLong & Triplehorn, 1979",1
"Polana unca DeLong & Freytag, 1972",1
"Polistes pacificus Fabricius, 1804",1
"Polygrammodes elevata Fabricius, 1777",1
"Polyrhaphis angustata Buquet, 1853",1
"Polythrix auginus (Hewitson, 1867)",1
"Xystromutilla André, 1905",1
"Ponanella surcula DeLong & Bush, 1971",1
"Brachymyrmex cavernicola Wheeler, 1938",1
"Brachygastra smithii de Saussure, 1853",1
"Brachychara Sharp, 1883",1
"Brachycephaloptera Borgmeier, 1924",1
"Brachinus Weber, 1801",1
"Borgmeieriphora greigae Brown, 1993",1
"Portelmis Sanderson, 1953",1
"Pothea dichroa Stål, 1864",1
"Prepiella aurea Butler, 1875",1
"Bombus Latreille, 1802",1
"Prepona hewitsonius",1
"Zackfalinus agrammos Chatzimanolis, 2012",1
"Prepona pheridamas (Cramer, 1777)",1
"Bolidiana robusta Nielson, 2011",1
"BOLD:AEH7932",1
"Tyrinthia capillata Bates, 1866",1
"Priscilla hypsiomoides Thomson, 1864",1
"Pristaulacus tridentatus Smith, 2005",1
"BOLD:AEF4302",1
"Procitheronia fenestrata (Rothschild, 1907)",1
"Procryptocerus hylaeus Kempf, 1951",1
"Progomphus Selys, 1854",1
"BOLD:AEF4301",1
"Proscopiidae",1
"Proseicela egensis",1
"Proselandria Rohwer, 1912",1
"Tyrinthia paraba Martins & Galileo, 1991",1
"Protesilaus molops hetaerius (Rothschild & Jordan, 1906)",1
"Zaretis isidora (Cramer, 1779)",1
"Umbonia spinosa Fabricius",1
"Protopolybia exigua exigua",1
"Proxys albopunctulatus (Palisot, 1811)",1
"Psaironeura tenuissima Selys, 1886",1
"Psapharochrus longispinis (Bates, 1861)",1
"Psapharochrus pigmentatus (Bates, 1861)",1
"BOLD:ADO6166",1
"Pseudanteris Fouts, 1927",1
"Pseudanthonomus proton Clark, 1990",1
"Pseudaptinus Laporte, 1834",1
"Pseudocometes argutulus (Buquet, 1851)",1
"Pseudodirphia Bouvier, 1928",1
"Pseudodirphia pallida Walker, 1865",1
"BOLD:ADO4658",1
"Pseudoheptascelio Szabó, 1966",1
"BOLD:ADM2959",1
"Pseudomastax personata (Bolívar, 1881)",1
"BOLD:ACW7530",1
"Pseudomyrmex concolor (Smith, 1860)",1
"Pseudomyrmex elongatus (Mayr, 1870)",1
"BOLD:ACK9192",1
"Pseudomyrmex holmgreni (Wheeler, 1925)",1
"Pseudomyrmex laevivertex (Forel, 1906)",1
"BOLD:ACF3806",1
"Pseudomyrmex malignus (Wheeler, 1921)",1
"Pseudomyrmex niger (Donisthorpe, 1940)",1
"Pseudomyrmex oculatus (Smith, 1855)",1
"BOLD:ACF2400",1
"Pseudomyrmex rochai (Forel, 1912)",1
"Aedes aegypti (Linnaeus, 1762)",1
"Pseudomyrmex tenuissimus (Emery, 1906)",1
"BOLD:ACF2329",1
"BOLD:ACE8774",1
"BOLD:ACA0772",1
"BOLD:ABX5939",1
"Pseudopolybia difficilis (Ducke, 1905)",1
"BOLD:ABX5257",1
"Pseudoscada Godman & Salvin, 1879",1
"Urania Fabricius, 1807",1
"BOLD:ABX2893",1
"BOLD:AAV9866",1
"Ptecticus Loew, 1855",1
"Pterochroza ocellata (Linnaeus, 1758)",1
"Aedeomyia squamipennis (Lynch Arribálzaga, 1878)",1
"Uranotaenia Lynch Arribálzaga, 1891",1
"Ptilodactylidae",1
"Ptiloscola Michener, 1949",1
"BOLD:AAN1760",1
"BOLD:AAL4720",1
"BOLD:AAL4715",1
"Pyrisitia venusta (Boisduval, 1836)",1
"Zelus illotus Berg, 1879",1
"Quichuamyia aplanatantennae Brammer, 2005",1
"BOLD:AAL4713",1
"BOLD:AAL4582",1
"BOLD:AAL3193",1
"Rasopone lunaris (Emery, 1896)",1
"BOLD:AAH8838",1
"Ravinia Robineau-Desvoidy, 1863",1
"BOLD:AAE1033",1
"Remartinia Navás, 1911",1
"BOLD:AAC2953",1
"BOLD:AAC2245",1
"BOLD:AAB9809",1
"Rhantus Dejean, 1833",1
"Uroxys Westwood, 1842",1
"Rhetus periander (Cramer, 1777)",1
"BOLD:AAB9003",1
"BOLD:AAB8067",1
"BOLD:AAB2431",1
"Rhigus speciosus (Linnaeus, 1758)",1
"BOLD:AAA7869",1
"Rhipha Walker, 1854",1
"BOLD:AAA5083",1
"Rhodnius prolixus Stål, 1859",1
"Adinopsis Cameron, 1919",1
"Rhomboidederes minutus Napp & Martins, 1984",1
"Rhopalothrix Mayr, 1870",1
"BOLD:AAA3010",1
"Blabia bicuspis (Bates, 1866)",1
"Bisaltes buquetii Thomson, 1868",1
"Ricolla quadrispinosa (Linnaeus, 1767)",1
"Biribellus punctatus Galileo, 1987",1
"Biopyrellia bipuncta (Wiedemann, 1830)",1
"Biblis hyperia (Cramer, 1779)",1
"Vatesus Sharp, 1876",1
"Bemisia tuberculata Bondar, 1923",1
"Belyta Jurine, 1807",1
"Beltia napoensis Flowers, 2018",1
"Rogeria prominula",1
"Belostoma asiaticum (Mayr, 1863)",1
"Rothschildia erycina Shaw",1
"Rubeotermes jheringi (Holmgren, 1906)",1
"Runibia decorata (Dallas, 1851) Dallas, 1851",1
"Ruptitermes Mathews, 1977",1
"Battus belus varus",1
"Rutela Latreille, 1802",1
"Batesiana hilaris (Bates, 1871)",1
"Salpingidae",1
"Veliidae",1
"Basiceros singularis (Smith, 1858)",1
"Barytopus Chevrolat, 1837",1
"Veturius christiani Boucher, 1987",1
"Sargus pseudoptecticus James, 1982",1
"Barolineocerus spinosus Freytag, 2008",1
"Abananote abana",1
"Barnesia Grossbeck, 1910",1
"Scada zibia batesi",1
"Baridinae",1
"Barbatana sagula (DeLong & Freytag, 1969)",1
"Scaris caballa DeLong & Freytag, 1969",1
"Scaris marmorata (Spångberg, 1878)",1
"Barbatana lecta (DeLong & Freytag, 1969)",1
"Zelus nugax Stål, 1862",1
"Barbatana Freytag, 1989",1
"Baluba sharkeyi Nielson, 2011",1
"Baleja rufofasciata (Distant, 1879)",1
"Baleja marginula (Osborn, 1926)",1
"Axima sidi Arias-Penna, Pape & Krogmann, 2014",1
"Auxanommatidia Borgmeier, 1924",1
"Automolis Hübner, 1819",1
"Veturius transversus (Dalman, 1817)",1
"Schidax squammularia Hübner",1
"Schizoptera angularis",1
"Adetus cylindricus (Bates, 1866)",1
"Automeris midea Maassen & Weymer, 1886",1
"Sciomyzidae",1
"Automeris larra Walker, 1855",1
"Austrolimnius Carter & Zeck, 1929",1
"Zelus vespiformis Hart, 1987",1
"Scopaeus Erichson, 1839",1
"Augiades crinisus (Cramer, 1780)",1
"Atrypanius remissus (Erichson, 1847)",1
"Waltzoyphius McCafferty & Lugo-Ortiz, 1995",1
"Scymnus Kugelann, 1794",1
"Atrypanius conspersus (Germar, 1824)",1
"Adelpha mesentina Cramer, 1779",1
"Atlantitermes Fontes, 1979",1
"Semiotus ligneus (Linnaeus, 1767)",1
