"scientific","rec_gbif"
"Genipa L.",7
"Piper arboreum Aubl.",7
"Utricularia L.",7
"Iseia luxurians (Moric.) O'Donell",7
"Vanilla hostmannii Rolfe",7
"Caularthron bicornutum (Hook.) Raf.",7
"Heliconia psittacorum L.f.",7
"Psychotria humboldtiana (Cham.) Müll.Arg.",7
"Psychotria huampamiensis C.M.Taylor",7
"Geonoma maxima var. maxima",7
"Protium guianense (Aubl.) Marchand",7
"Helosis cayanensis (Sw.) Spreng.",7
"Vanilla mexicana Mill.",7
"Henriettea fascicularis (Sw.) M.Gómez",7
"Henriettea lasiostylis Pilg.",7
"Hypolytrum sphaerostachyum Boeckeler",7
"Hyptis recurvata Poit.",7
"Hasseltia Kunth",7
"Psychotria capitata Sieber ex DC., 1830",7
"Clidemia rubra (Aubl.) Mart.",7
"Gloeospermum equatoriense Hekking",7
"Heterostemon ellipticus Mart. ex Benth.",7
"Heterotaxis Lindl.",7
"Hevea guianensis var. lutea (Spruce ex Benth.) Ducke & R.E.Schult.",7
"Pityrogramma calomelanos (L.) Link",7
"Gnetum L.",7
"Hibiscus bifurcatus Cav.",7
"Protium elegans Engl.",7
"SH1253698.09FU",7
"SH1251707.09FU",7
"SH1263626.09FU",7
"Nautilocalyx Linden ex Hanst.",7
"Dichapetalaceae",7
"Biophytum juninense Knuth",7
"Simaba Aubl.",7
"Desmophlebium lechleri (Mett.) Mynssen, A.Vasco, Sylvestre, R.C.Moran & Rouhan",7
"Myrciaria dubia (Kunth) McVaugh",7
"SH1162169.09FU",7
"Simira Aubl.",7
"Desmoncus Mart.",7
"SH1158522.09FU",7
"SH1112070.09FU",7
"Platycarpum Bonpl.",7
"Neoregelia eleutheropetala (Ule) L.B.Sm.",7
"Myrcia aliena McVaugh",7
"Neoregelia L.B.Sm.",7
"Nicotiana tabacum L.",7
"Mouriri vernicosa Naudin",7
"SH1053099.09FU",7
"Siparuna reginae (Tul.) A.DC.",7
"Decaphalangium peruvianum Melch.",7
"Bellucia ovata (O.Berg ex Triana) Penneys, Michelang., Judd & Almeda",7
"Dimorphandra cuprea Sprague & Sandwith",7
"Clidemia epiphytica (Triana) Cogn.",7
"Monstera lechleriana Schott",7
"Ocotea leucoxylon (Sw.) Laness.",7
"Monotagma angustissimum Loes.",7
"Ocotea leucoxylon (Sw.) Mez",7
"Protium glabrescens Swart",7
"Endlicheria bracteolata (Meisn.) C.K.Allen",6
"Ficus donnell-smithii Standl.",6
"Amanoa Aubl.",6
"Chrysophyllum amazonicum T.D.Penn.",6
"Endlicheria bracteata Mez",6
"Pradosia atroviolacea Ducke",6
"Hibiscus rosa-sinensis L.",6
"Mespilodaphne cymbarum (Kunth) Trofimov",6
"Aegiphila Jacq.",6
"Micrandra rossiana R.E.Schult.",6
"Licania egleri Prance",6
"Dichapetalum Thouars",6
"Bauhinia microstachya (Raddi) J.F.Macbr.",6
"Pourouma acuminata Mart.",6
"Mezia rufa W.R.Anderson",6
"Psittacanthus corynocephalus Eichler",6
"Trichilia tuberculata (Triana & Planch.) C.DC.",6
"Licania brittoniana Fritsch",6
"Davilla nitida (Vahl) Kubitzki",6
"SH1232211.09FU",6
"Cryptochloa unispiculata Soderstr.",6
"Vantanea spichigeri A.H.Gentry",6
"Trichomanes botryoides Kaulf.",6
"Philodendron elaphoglossoides Schott",6
"Ctenanthe ericae C.L.Andersson",6
"Naucleopsis mello-barretoi (Standl.) C.C.Berg",6
"Philodendron hylaeae G.S.Bunting",6
"Carpotroche integrifolia Kuhlm.",6
"Miconia centrodesma Naudin",6
"Micropholis madeirensis (Baehni) Aubrév.",6
"Aspidosperma verruculosum Müll.Arg.",6
"Ipomoea philomega (Vell.) House",6
"Strychnos erichsonii M.R.Schomb.",6
"Aechmea penduliflora André",6
"Chaunochiton angustifolium Sleumer",6
"Cheiloclinium anomalum Miers",6
"Philodendron megalophyllum Schott",6
"SH1207958.09FU",6
"Caryocaraceae",6
"Colocasia esculenta (L.) Schott",6
"Philodendron solimoesense A.C.Sm.",6
"Elaphoglossum obovatum Mickel",6
"Hirtella pilosissima Mart. & Zucc.",6
"Adelobotrys praetexta Pilg.",6
"Asplenium auritum Sw.",6
"Palicourea deflexa (DC.) Borhidi",6
"Sorocea hirtella Mildbr.",6
"Streptocalyx poeppigii Beer",6
"Ryania speciosa var. tomentosa (Miq.) Monach.",6
"Bredemeyera Willd.",6
"Alibertia edulis (Rich.) A.Rich. ex DC.",6
"Miconia lamprophylla Triana",6
"Selaginella convoluta (Arn.) Spring",6
"Bombacaceae",6
"Streptocalyx longifolius (Rudge) Baker",6
"Alibertia claviflora K.Schum.",6
"Bryophyta",6
"Lantana camara L.",6
"Lamiaceae",6
"Fissidens pellucidus Hornschuch, 1841",6
"Vitex triflora Vahl",6
"Naucleopsis humilis C.C.Berg",6
"Adiantum terminatum Kunze ex Miq.",6
"Eclipta prostrata (L.) L.",6
"Palicourea candelabrum (Standl.) C.M.Taylor",6
"Cupania diphylla Vahl",6
"Cocos nucifera L.",6
"Stigmaphyllon adenodon A.Juss.",6
"Floscopa robusta (Seub.) C.B.Clarke",6
"Forsteronia acouci (Aubl.) A.DC.",6
"Casearia combaymensis Tul.",6
"Aechmea poitaei (Baker) L.B.Sm. & M.A.Spencer",6
"Nectandra globosa (Aubl.) Mez",6
"Nectandra membranacea (Sw.) Griseb.",6
"Saccharum officinarum L.",6
"SH1191391.09FU",6
"Pouteria juruana K.Krause",6
"Ecclinusa bullata T.D.Penn.",6
"Coccoloba nutans Kunth",6
"Naucleopsis amara Ducke",6
"Mollia speciosa Mart.",6
"Miconia minutiflora",6
"Cuphea annulata Koehne",6
"Inga yacoana J.F.Macbr.",6
"Dussia Krug & Urb. ex Taub.",6
"Dimorphandra macrostachya Benth.",6
"Simaba orinocensis Kunth",6
"Protium krukoffii Swart",6
"Alchornea Sw.",6
"Cuphea P.Browne",6
"Morinda citrifolia L.",6
"Dipteryx magnifica (Ducke) Ducke",6
"Goeppertia roseopicta (Linden ex Lem.) Borchs. & S.Suárez",6
"Trophis racemosa (L.) Urb.",6
"Phyllanthus myrsinites Kunth",6
"Cissus descoingsii Lombardi",6
"Selaginellaceae",6
"Ocotea atrata C.K.Allen",6
"Clusia viscida Engl.",6
"Alchornea fluviatilis Secco",6
"Hirtella bullata Benth.",6
"Galactophora crassifolia (Müll.Arg.) Woodson",6
"Voyria spruceana Benth.",6
"Ocotea cujumary Mart.",6
"Justicia calycina (Nees) V.A.W.Graham",6
"Simira rubescens (Benth.) Bremek. ex Steyerm.",6
"Brosimum acutifolium subsp. obovatum (Ducke) C.C.Berg",6
"Clusia palmicida Rich. ex Planch. & Triana",6
"Pachira coriacea (Mart.) W.S.Alverson",6
"Oxandra major R.E.Fr.",6
"Turpinia Vent.",6
"Schoenobiblus amazonicus Steyerm.",6
"Myrcia guianensis (Aubl.) DC.",6
"Dictyocaryum ptarianum (Steyerm.) H.E.Moore & Steyerm.",6
"Psychotria platypoda DC.",6
"Clusia opaca Maguire",6
"Brownea Jacq.",6
"Miconia prancei Wurdack",6
"Axonopus schultesii G.A.Black",6
"Myrcia deflexa (Poir.) DC.",6
"Castilla ulei Warb.",6
"Miconia pterocaulon Triana",6
"Urera laciniata Goudot ex Wedd.",6
"Bignonia binata Thunb.",6
"Genipa spruceana Steyerm.",6
"Cathedra acuminata (Benth.) Miers",6
"Pleurisanthes flava Sandwith",6
"Staphylea occidentalis Sw.",6
"Clusia lineata (Benth.) Planch. & Triana",6
"Otostylis brachystalix (Rchb.f.) Schltr.",6
"Scutellaria leucantha Loes.",6
"Urticaceae",6
"Osteophloeum Warb.",6
"Bauhinia ungulata L.",6
"Drymonia macrophylla (Oerst.) H.E.Moore",6
"Drymonia longifolia Poepp. & Endl.",6
"Inga vera Willd.",6
"Cyclanthus indivisus R.E.Schult.",6
"Clidemia epibaterium DC.",6
"Cephalocarpus dracaenula Nees",6
"Erythroxylum squamatum Sw.",6
"Olyra loretensis Mez",6
"Passiflora laurifolia L.",6
"Brownea cauliflora Poepp.",6
"Pouteria eugeniifolia (Pierre) Baehni",6
"Campylopus surinamensis Müll.Hal.",6
"Remijia pedunculata André",6
"Xyris lomatophylla Mart.",6
"Psychotria iodotricha Müll.Arg.",6
"Didymopanax confusus (Marchal) Fiaschi & G.M.Plunkett",6
"Anomospermum reticulatum (C.Mart.) Eichler",6
"Patinoa ichthyotoxica R.E.Schult. & Cuatrec.",6
"Clibadium glabrescens S.F.Blake",6
"Piper consanguineum Kunth",6
"Musa L.",6
"Dracontium L.",6
"Anomalocalyx uleanus (Pax & K.Hoffm.) Ducke",6
"Paullinia alata (Ruiz & Pav.) Don",6
"Telitoxicum minutiflorum (Diels) Moldenke",6
"Odontadenia kochii Pilg.",6
"Rapatea undulata Ducke",6
"Passiflora coccinea Aubl.",6
"Parkia velutina Benoist",6
"Piper divaricatum G.Mey.",6
"Magnoliopsida",6
"Ternstroemia campinicola B.M.Boom",6
"Euceraea nitida Mart.",6
"Polybotrya sessilisora R.C.Moran",6
"Erythroxylum citrifolium A.St.-Hil.",6
"Pontederia crassipes Mart.",6
"Rhabdadenia macrostoma (Benth.) Müll.Arg.",6
"Xyris savanensis Miq.",6
"Cephaloziaceae",6
"Tetrapterys amazonica C.E.Anderson",6
"Tetrapterys Cav.",6
"Costus erythrocoryne K.Schum.",6
"Psychotria hoffmannseggiana (Willd. ex Schult.) Müll.Arg.",6
"Paullinia obovata (Ruiz & Pav.) Pers.",6
"Couratari stellata A.C.Sm.",6
"Campanulaceae",6
"Psychotria herzogii S.Moore",6
"Eugenia dittocrepis O.Berg",6
"Hieronyma Allemão",6
"Micropholis casiquiarensis Aubrév.",6
"Miconia submacrophylla Gleason",6
"Securidaca rivinifolia A.St.-Hil.",6
"Psychotria egensis Müll.Arg.",6
"Mabea subsessilis Pax & K.Hoffm.",6
"Eugenia heterochroma Diels",6
"Diospyros pseudoxylopia Mildbr.",6
"Hymenolobium pulcherrimum Ducke",6
"Vitex L.",6
"Doliocarpus major J.F.Gmel.",6
"Rhynchospora tenuis Link",6
"Thelypteris serrata (Cav.) Alston",6
"Erisma japura Spruce ex Warm.",6
"Virola multicostata Ducke",6
"Diplopterys cabrerana (Cuatrec.) B.Gates",6
"Clitoria fairchildiana R.A.Howard",6
"Doliocarpus dentatus subsp. dentatus",6
"Tachigali ulei Harms",6
"Coussapoa ovalifolia Trécul",6
"Cordiera macrophylla (K.Schum.) Kuntze",6
"Tachigali ptychophysca Spruce ex Benth.",6
"Lundia densiflora DC.",6
"Thibaudia cupatensis Huber",6
"Manilkara inundata (Ducke) Ducke",6
"Capsicum baccatum L.",6
"Clitoria arborea var. arborea",6
"Tibouchina striphnocalyx (DC.) Gleason",6
"Tachigali guianensis (Benth.) Zarucchi & Herend.",6
"Moutabea aculeata (Ruiz & Pav.) Poepp. & Endl.",6
"Peltogyne catingae Ducke",6
"Adenolisianthus arboreus Gilg",6
"Cordia toqueve Aubl.",6
"Ludwigia L.",6
"Cordia spinescens L.",6
"Mouriri spruceana Morley",6
"Euphorbia thymifolia L.",6
"Rinorea lindeniana var. lindeniana",6
"Pleonotoma jasminifolia (Kunth) Miers",6
"Aegiphila peruviana Turcz.",6
"Clarisia biflora Ruiz & Pav.",6
"Maquira Aubl.",6
"Peltogyne Vogel",6
"Dodecastigma amazonicum Ducke",6
"Handroanthus serratifolius (Vahl) S.O.Grose",6
"Platycarpum decipiens Woodson & Steyerm.",6
"Xylopia nervosa (R.E.Fr.) Maas",6
"Apeiba macropetala Ducke",6
"Oryctanthus florulentus (Rich.) Tiegh.",6
"Adiantum tetraphyllum Humb. & Bonpl. ex Willd.",6
"Ormosia discolor Spruce ex Benth.",6
"Pouteria pubescens (Aubrév. & Pellegr.) T.D.Penn.",6
"Pouteria simulans Monach.",6
"Chrysochlamys bracteolata Cuatrec.",6
"Tontelea passiflora (Vell.) Lombardi",6
"Calyptranthes maxima McVaugh",6
"Calyptranthes lucida Mart. ex DC.",6
"Marcgravia crenata Poepp. ex Wittm.",6
"Quiina macrophylla Tul.",6
"Tovomita calophyllophylla García-Villacorta & Hammel",6
"Lindsaea guianensis (Aubl.) Dryand.",6
"Inga sertulifera subsp. leptopus (Benth.) T.D.Penn.",6
"Aphelandra macrostachya Nees",6
"Lindsaea Dryand.",6
"Pouteria vernicosa T.D.Penn.",6
"Quiina Aubl.",6
"SH1008925.09FU",6
"Faramea paniculata (Aubl.) Benth.",6
"Diospyros guianensis (Aubl.) Gürke",6
"Quararibea ochrocalyx (Schum.) Vischer",6
"Tovomitopsis membranacea (Planch. & Triana) D' Arcy",6
"Panurea longifolia Spruce ex Benth.",6
"Heterotaxis discolor (Lodd. ex Lindl.) Ojeda & Carnevali",6
"SH0995896.09FU",6
"Ampelozizyphus Ducke",6
"Panopsis sessilifolia (Rich.) Sandwith",6
"Pouteria baehniana Monach.",6
"Psychotria anceps Kunth",6
"Maripa janusiana D.F.Austin",6
"Vanilla sprucei Rolfe",6
"Dilkea parviflora Killip",6
"Calyptranthes bipennis O.Berg",6
"Citrus L.",6
"Syrrhopodon rupestris Mitten, 1869",6
"Arachis hypogaea L.",6
"Cyperus luzulae (L.) Retz.",6
"Mouriri chamissoana Cogn.",6
"Licania unguiculata Prance",6
"Perebea mennegae C.C.Berg",6
"Calycophyllum spruceanum (Benth.) Hook.f. ex K.Schum.",6
"Matisia glandifera Planch. & Triana",6
"Matisia intricata (Robyns & Nilsson) W.S.Alverson",6
"Trichilia hispida T.D.Penn.",6
"Enterolobium schomburgkii (Benth.) Benth.",6
"Guzmania brasiliensis Ule",6
"Inga longiflora Spruce ex Benth.",6
"Hibiscus peruvianus R.E.Fr.",6
"Entada polyphylla Benth.",6
"Dilleniaceae",6
"Quapoya peruviana (Poepp.) Kuntze",6
"Palicourea tenerior (Cham.) Delprete & J.H.Kirkbr.",6
"Centrosema vexillatum Benth.",6
"Palicourea schunkei (C.M.Taylor) C.M.Taylor",6
"Carica papaya L.",6
"Arthrostylidium Rupr.",6
"Delonix regia (Bojer ex Hook.) Raf.",5
"Abolboda acicularis Idrobo & L.B.Sm.",5
"Abuta solimoesensis Krukoff & Barneby",5
"Acalypha L.",5
"Acalypha scandens Benth.",5
"Aciotis acuminifolia (DC.) Triana",5
"Acroceras zizanioides (Kunth) Dandy",5
"Adelobotrys spruceana Cogn.",5
"Adenocalymma impressum (Rusby) Sandwith",5
"Adenocalymma pseudopatulum (A.H.Gentry) L.G.Lohmann",5
"Adiantum obliquum Willd.",5
"Adiscanthus fusciflorus Ducke",5
"Aechmea chantinii (Carrière) Baker",5
"Aganisia cyanea (Lindl.) Rchb.f.",5
"Aiphanes ulei (Dammer) Burret",5
"Amanoa gracillima W.J.Hayden",5
"Andira surinamensis (Bondt) Splitg. ex Pulle",5
"Aniba riparia (Nees) Mez",5
"Annona deminuta R.E.Fr.",5
"Anthodiscus G.Mey.",5
"Aptandra caudata A.H.Gentry & R.Ortiz",5
"Arachniodes macrostegia (Hook.) R.M.Tryon & D.S.Conant",5
"Archilejeunea ludoviciana (De Not.) P.Geissler & Gradst.",5
"Arrabidaea oligantha Bureau & K.Schum.",5
"Asplenium juglandifolium Lam.",5
"Asplundia cymbispatha Harling",5
"Asplundia luetzelburgii Harling",5
"Axonopus compressus (Sw.) P.Beauv.",5
"Bactris bifida Mart.",5
"Bactris brongniartii Mart.",5
"Bactris gasipaes var. gasipaes",5
"Bactris hirta var. hirta",5
"Bactris maraja var. maraja",5
"Bactris martiana A.J.Hend.",5
"Batocarpus amazonicus (Ducke) Fosberg",5
"Begonia L.",5
"Bifrenaria longicornis Lindl.",5
"Billbergia tessmannii Harms",5
"Bocageopsis R.E.Fr.",5
"Borreria alata (Aubl.) DC.",5
"Brownea macrophylla Linden ex Mast.",5
"Brymela parkeriana W.R.Buck, 1987",5
"Byrsonima chrysophylla Kunth",5
"Byrsonima garcibarrigae Cuatrec.",5
"Calathea altissima (Poepp. & Endl.) Körn.",5
"Calathea loeseneri J.F.Macbr.",5
"Calliandra Benth.",5
"Calliandra vaupesiana R.S.Cowan",5
"Calophyllum pubescens Vela Díaz",5
"Calycobolus glaber (Kunth) House",5
"Calycophyllum DC.",5
"Calyptranthes cuspidata Mart. ex DC.",5
"Capirona macrophylla (Poepp.) Delprete",5
"Capparidastrum osmanthum (Diels) Cornejo & Iltis",5
"Carapichea Aubl.",5
"Cariniana Casar.",5
"Carpotroche pacifica (Cuatrec.) Cuatrec.",5
"Caryocar L.",5
"Caryocar pallidum A.C.Sm.",5
"Casearia prunifolia Kunth",5
"Casearia singularis Eichler",5
"Casimirella ampla (Miers) R.A.Howard",5
"Catasetum Rich. ex Kunth",5
"Cavanillesia umbellata Ruiz & Pav.",5
"Chamaecrista apoucouita (Aubl.) H.S.Irwin & Barneby",5
"Chamaecrista desvauxii (Collad.) Killip",5
"Chaubardia klugii (C.Schweinf.) Garay",5
"Chimarrhis hookeri K.Schum.",5
"Chrysophyllum bombycinum T.D.Penn.",5
"Cissus verticillata (L.) Nicolson & C.E.Jarvis",5
"Clibadium surinamense L.",5
"Clitoria L.",5
"Clusia obovata (Spruce ex Planch. & Triana) Pipoly",5
"Clusiella impressinervis Hammel",5
"Coccoloba excelsa Benth.",5
"Coccoloba latifolia Poir. ex Lam.",5
"Coccoloba paraensis Meisn.",5
"Coccoloba peruviana Lindau",5
"Cochlospermum orinocense (Kunth) Steud.",5
"Coix lacryma-jobi L.",5
"Conceveiba Aubl.",5
"Conceveiba tristigmata J.Murillo",5
"Connarus lambertii (DC.) Sagot",5
"Cordia lucidula I.M.Johnst.",5
"Cordiera myrciifolia (K.Schum.) Perss. & Delprete",5
"Costus spiralis (Jacq.) Roscoe",5
"Couratari Aubl.",5
"Coussarea klugii Steyerm.",5
"Coussarea paniculata (Vahl) Standl.",5
"Coutoubea ramosa Aubl.",5
"Crepidospermum Hook.fil.",5
"Crepinella japurensis (Mart. & Zucc. ex Marchal) D.A.Neill, Lowry & G.M.Plunkett",5
"Croton javarisensis Secco",5
"Ctenanthe amphiandina L.C.Anderson",5
"Cybianthus fulvopulverulentus (Mez) G.Agostini",5
"Cybianthus venezuelanus Mez",5
"Cyphomandra stellata Bohs",5
"Dacryodes cuspidata (Cuatrec.) Daly",5
"Dalbergia frutescens (Vell.) Britton",5
"Dalbergia riparia (Mart. ex Benth.) Benth.",5
"Daphnopsis Mart. & Zucc.",5
"Derris Lour.",5
"Desmoncus horridus Splitg. ex Mart.",5
"Desmoncus interjectus A.J.Hend.",5
"Dichorisandra hexandra (Aubl.) C.B.Clarke",5
"Dimerocostus strobilaceus Kuntze",5
"Diospyros nanay B.Walln.",5
"Dipteryx nudipes Tul.",5
"Distictella racemosa (Bureau & Schumann) Urb.",5
"Doliocarpus Rol.",5
"Drepanolejeunea palmifolia (Nees) Schiffn.",5
"Ecclinusa ramiflora Mart.",5
"Elaphoglossum flaccidum (Fée ex E.Fourn.) T.Moore",5
"Elaphoglossum succubus Mickel",5
"Emmotum fagifolium Desv. ex Ham.",5
"Epidendrum microphyllum Lindl.",5
"Erechtites hieraciifolia (L.) Raf. ex DC.",5
"Eucharis Planch. & Linden",5
"Eucharis ulei Kraenzl.",5
"Eugenia subterminalis DC.",5
"Eumachia astrellantha (Wernham) Delprete & J.H.Kirkbr.",5
"Euphorbia cotinifolia L.",5
"Euterpe precatoria var. precatoria",5
"Faramea subsessilis (Ruiz & Pav.) Standl.",5
"Ficus pallida Vahl",5
"Ficus sphenophylla Standl.",5
"Forsteronia brevifolia Markgr.",5
"Forsteronia G.Mey.",5
"Fridericia dichotoma (Jacq.) L.G.Lohmann",5
"Fridericia oligantha (Bureau & K.Schum.) L.G.Lohmann",5
"Fusaea peruviana R.E.Fr.",5
"Gaulettia elata (Ducke) Sothers & Prance",5
"Geissospermum reticulatum A.H.Gentry",5
"Geonoma arundinacea Mart.",5
"Geonoma maxima subsp. maxima",5
"Geonoma piscicauda Dammer",5
"Geonoma stricta var. trailii (Burret) A.J.Hend.",5
"Geophila cordifolia var. peruviana Steyerm.",5
"Gleichenella pectinata (Willd.) Ching",5
"Glycydendron amazonicum Ducke",5
"Goeppertia compacta (S.Suárez & Galeano) Borchs. & S.Suárez",5
"Goeppertia curaraya (H.Kenn.) Borchs. & S.Suárez",5
"Goeppertia Nees",5
"Gramineae",5
"Guadua glomerata Munro",5
"Guadua Kunth",5
"Guarea caulobotrys Cuatrec.",5
"Guarea macrophylla subsp. pendulispica (C.DC.) Penn.",5
"Guatteria blepharophylla Mart.",5
"Guzmania lingulata (L.) Mez",5
"Guzmania roezlii (É.Morren) Mez",5
"Guzmania vittata (Mart. ex Schult. & Schult.f.) Mez",5
"Handroanthus chrysanthus (Jacq.) S.O.Grose",5
"Haploclathra paniculata (C.Mart.) Benth.",5
"Heisteria latifolia Standl.",5
"Heisteria nitida Spruce ex Engl.",5
"Heteropterys rudasii W.R.Anderson",5
"Heterostemon mimosoides var. mimosoides",5
"Himatanthus Willd. ex Roem. & Schult.",5
"Hiraea apaporiensis Cuatrec.",5
"Hirtella duckei Huber",5
"Hirtella eriandra Benth.",5
"Hirtella rodriguesii Prance",5
"Hirtella ulei Pilg.",5
"Hymenachne amplexicaulis (Rudge) Nees",5
"Hypolepis hostilis (Kunze) C.Presl",5
"Hyptis Jacq.",5
"Inga fastuosa (Jacq.) Willd.",5
"Inga macrophylla Humb. & Bonpl. ex Willd.",5
"Inga nobilis subsp. quaternata (Poepp.) T.D.Penn.",5
"Inga sapindoides Willd.",5
"Inga stipulacea G.Don",5
"Inga umbellifera (Vahl) Steud.",5
"Inga venusta Standl.",5
"Ipomoea batatas (L.) Lam.",5
"Irlbachia alata subsp. alata",5
"Irlbachia Mart.",5
"Ischnosiphon gracilis (Rudge) Körn.",5
"Kutchubaea semisericea Ducke",5
"Laetia corymbulosa Spruce ex Benth.",5
"Lantana L.",5
"Leandra rhodopogon (DC.) Cogn.",5
"Licania longipedicellata Ducke",5
"Licaria canella (Meisn.) Kosterm.",5
"Licaria guianensis Aubl.",5
"Loreya ovata O.Berg ex Triana",5
"Ludwigia latifolia (Benth.) Hara",5
"Lycianthes (Dunal) Hassl.",5
"Lycopodium L.",5
"Mabea anadena Pax & K.Hoffm.",5
"Mabea pulcherrima Müll.Arg.",5
"Mabea taquari Aubl.",5
"Macairea spruceana Berg ex Triana",5
"Machaerium floribundum Benth.",5
"Macrosamanea spruceana (Benth.) Killip",5
"Malmea R.E.Fr.",5
"Malouetia naias M.E.Endress",5
"Mandevilla columbiana J.F.Morales",5
"Mandevilla Lindl.",5
"Marcgravia longifolia J.F.Macbr.",5
"Marlierea schomburgkiana O.Berg",5
"Matayba adenanthera Radlk.",5
"Matisia bicolor Ducke",5
"Matisia obliquifolia Standl.",5
"Maytenus Molina",5
"Memora flaviflora (Miq.) Pulle",5
"Mendoncia lindavii Rusby",5
"Mendoncia Vell. ex Vand.",5
"Mendoncia velloziana C.Mart.",5
"Miconia aplostachya (Bonpl.) DC.",5
"Miconia calvescens DC.",5
"Miconia epibaterium (DC.) Michelang.",5
"Miconia fosteri Wurdack",5
"Miconia heteroneura (Schrank & Mart. ex DC.) Michelang.",5
"Miconia rugosa Triana",5
"Miconia tillettii Wurdack",5
"Microgramma fuscopunctata (Hook.) Vareschi",5
"Microgramma thurnii (Baker) R.M.Tryon & Stolze",5
"Micromitrium thelephorothecum Crosby, 1968",5
"Micropholis mensalis (Baehni) Aubrév.",5
"Micropterygium pterygophyllum (Nees) Trevis.",5
"Micropterygium trachyphyllum Reimers",5
"Mollinedia liesneri Peixoto",5
"Monstera gracilis Engl.",5
"Moquilea brittoniana (Fritsch) Sothers & Prance",5
"Moquilea guianensis Aubl.",5
"Mucuna urens (L.) Medik.",5
"Nautilocalyx pallidus (Sprague) Sprague",5
"Nectandra cuspidata Nees & Mart. ex Nees",5
"Ochnaceae",5
"Ocotea tabacifolia (Meisn.) Rohwer",5
"Odontocarya tripetala Diels",5
"Oenocarpus circumtextus Mart.",5
"Oenocarpus makeru R.Bernal, Galeano & A.J.Hend.",5
"Oleandra articulata (Sw.) C.Presl",5
"Olyra latifolia L.",5
"Orthomene schomburgkii (Miers) Barneby & Krukoff",5
"Oryza grandiglumis (Döll) Prodoehl",5
"Ouratea kananariensis Sastre",5
"Ouratea weberbaueri Sleumer",5
"Pachira fuscolepidota (Steyerm.) W.S.Alverson",5
"Palicourea conferta (Benth.) Sandwith",5
"Palicourea glabra (Aubl.) Delprete & J.H.Kirkbr.",5
"Panicum L.",5
"Panicum polycomum Trin.",5
"Parahancornia surrogata Zarucchi",5
"Paspalum L.",5
"Passiflora quadrangularis L.",5
"Passiflora variolata Poepp. & Endl.",5
"Paullinia clavigera Schltdl.",5
"Paullinia uchocacha J.F.Macbr.",5
"Pentagonia amazonica (Ducke) L.Andersson & Rova",5
"Pentagonia Benth.",5
"Peperomia mishuyacana Trel.",5
"Philodendron campii Croat",5
"Philodendron chinchamayense Engl.",5
"Philodendron micranthum Poepp. ex Schott",5
"Philodendron wurdackii G.S.Bunting",5
"Piper coruscans Kunth",5
"Piper curtistilum C.DC.",5
"Piper macerispicum Trel. & Yunck.",5
"Piper mituense Trel. & Yunck.",5
"Plagiochila gymnocalycina (Lehm. & Lindenb.) Mont. & Nees",5
"Platymiscium Vogel",5
"Pleopeltis desvauxii (Klotzsch) Salino",5
"Pleurothallis lanceana Lodd.",5
"Polygala sanariapoana Steyerm.",5
"Polygalaceae",5
"Polygonum ferrugineum Wedd.",5
"Pourouma cuspidata Warb. ex Mildbr.",5
"Pouteria reticulata (Engl.) Eyma",5
"Pouteria trilocularis Cronquist",5
"Pradosia Liais",5
"Pristimera tenuiflora (C.Mart. ex Peyr.) A.C.Sm.",5
"Prosthechea aemula (Lindl.) W.E.Higgins",5
"Protium heptaphyllum subsp. ulei (Swart) Daly",5
"Protium macrocarpum Cuatrec.",5
"Pseudelephantopus spiralis (Less.) Cronquist",5
"Pseudoconnarus rhynchosioides (Standl.) Prance",5
"Pseudoxandra papillosa Maas",5
"Psittacanthus peronopetalus Eichler",5
"Psychotria manausensis Steyerm.",5
"Psychotria pichisensis Standl.",5
"Psychotria pongoana Standl.",5
"Psychotria racemosa Rich.",5
"Psychotria urceolata Steyerm.",5
"Quiina klugii J.F.Macbr.",5
"Quiina longifolia Spruce ex Planch. & Triana",5
"Rapatea elongata Schulze-Menz, 1934",5
